global_idx,set,orgi_index,true_label,pred_label,top1_prob
46445,train,46445,14,14,0.8078769445419312
55046,test,5046,35,98,0.8078828454017639
33125,train,33125,43,43,0.8079125285148621
49210,train,49210,65,65,0.8079187870025635
36663,train,36663,7,7,0.807935357093811
28898,train,28898,48,48,0.8079442381858826
3274,train,3274,38,38,0.8079808950424194
33594,train,33594,11,11,0.8080218434333801
36828,train,36828,84,84,0.808033287525177
58607,test,8607,93,93,0.808035671710968
21133,train,21133,11,11,0.8080527186393738
4366,train,4366,35,35,0.8080726861953735
29350,train,29350,49,49,0.8080772757530212
42055,train,42055,6,6,0.8080846667289734
22922,train,22922,54,54,0.8080912828445435
58928,test,8928,45,45,0.8081060647964478
52838,test,2838,18,18,0.8081134557723999
7680,train,7680,21,21,0.8081195950508118
38309,train,38309,54,54,0.8081627488136292
17277,train,17277,73,73,0.8081840872764587
56940,test,6940,41,41,0.8081895709037781
50631,test,631,96,96,0.8082263469696045
31215,train,31215,89,89,0.8082414865493774
49949,train,49949,38,38,0.8082596063613892
38647,train,38647,85,85,0.8082945942878723
32924,train,32924,45,45,0.8083598613739014
44827,train,44827,51,51,0.808371901512146
49485,train,49485,8,8,0.8083866238594055
1137,train,1137,87,87,0.8083938360214233
47895,train,47895,62,62,0.8084149360656738
56134,test,6134,39,39,0.8084172010421753
35709,train,35709,51,51,0.8084527850151062
26323,train,26323,49,49,0.8084545135498047
906,train,906,29,29,0.8084571361541748
56197,test,6197,57,57,0.8084577918052673
51176,test,1176,3,3,0.8084669709205627
47556,train,47556,49,49,0.8084974884986877
24105,train,24105,97,97,0.8085275888442993
51885,test,1885,95,95,0.8085409998893738
19100,train,19100,52,52,0.8085511326789856
32849,train,32849,8,8,0.8085569739341736
16484,train,16484,54,54,0.8085569739341736
45819,train,45819,54,54,0.8085626363754272
46191,train,46191,41,41,0.808566153049469
6256,train,6256,83,83,0.8085912466049194
11917,train,11917,83,83,0.8085916638374329
12758,train,12758,47,47,0.8085989952087402
51634,test,1634,64,55,0.8086045980453491
5530,train,5530,89,89,0.8086211085319519
46602,train,46602,24,24,0.8086337447166443
51585,test,1585,3,3,0.8086342811584473
31605,train,31605,83,83,0.8086344003677368
13457,train,13457,38,38,0.8086349368095398
52074,test,2074,79,79,0.808648943901062
29491,train,29491,49,49,0.8086806535720825
27849,train,27849,72,72,0.80869460105896
51327,test,1327,58,58,0.8086990714073181
55702,test,5702,87,87,0.8087038993835449
54016,test,4016,30,30,0.8087261915206909
53420,test,3420,6,14,0.8087698817253113
23709,train,23709,46,46,0.8087916374206543
14349,train,14349,11,11,0.8088029623031616
13338,train,13338,59,59,0.8088177442550659
3550,train,3550,42,42,0.8088371157646179
32994,train,32994,19,19,0.8088548183441162
26839,train,26839,14,14,0.8088712692260742
2454,train,2454,19,19,0.8088750243186951
14956,train,14956,59,59,0.808875322341919
53529,test,3529,24,24,0.8088868260383606
2557,train,2557,18,18,0.8088923096656799
15704,train,15704,43,43,0.8089119791984558
28119,train,28119,89,89,0.8089172840118408
50924,test,924,47,52,0.8089370727539062
17992,train,17992,65,65,0.8089500069618225
44116,train,44116,29,29,0.8089557886123657
2264,train,2264,0,0,0.8089736104011536
51229,test,1229,30,30,0.8090114593505859
51988,test,1988,95,95,0.8090141415596008
477,train,477,85,85,0.8090224862098694
53588,test,3588,83,83,0.8090382218360901
35716,train,35716,48,48,0.8090642690658569
58182,test,8182,91,91,0.8090723752975464
32699,train,32699,29,29,0.8090890645980835
17044,train,17044,65,80,0.8091229200363159
34866,train,34866,50,50,0.8091386556625366
48847,train,48847,57,57,0.8091636896133423
31420,train,31420,29,29,0.8091843128204346
33306,train,33306,61,61,0.8091943860054016
58825,test,8825,7,7,0.8092296719551086
6058,train,6058,35,35,0.8092333078384399
58118,test,8118,33,33,0.809249222278595
40717,train,40717,9,9,0.8092506527900696
36402,train,36402,63,63,0.8092626929283142
30629,train,30629,71,71,0.809309720993042
52212,test,2212,86,86,0.8093607425689697
14780,train,14780,42,42,0.8093673586845398
22561,train,22561,42,42,0.8093947172164917
34985,train,34985,37,37,0.809406042098999
4556,train,4556,34,34,0.8094176054000854
53140,test,3140,18,18,0.8094245195388794
22242,train,22242,32,32,0.809435248374939
36235,train,36235,49,49,0.8094445466995239
59691,test,9691,45,45,0.8094565868377686
53244,test,3244,60,60,0.8094751238822937
13548,train,13548,89,89,0.8095846176147461
55621,test,5621,63,63,0.8096182942390442
12757,train,12757,57,57,0.809650182723999
4837,train,4837,31,31,0.8096996545791626
55515,test,5515,14,14,0.8097186088562012
8481,train,8481,84,84,0.8097424507141113
11727,train,11727,56,56,0.8097743391990662
52408,test,2408,52,52,0.8097743391990662
59636,test,9636,95,72,0.8098120093345642
57144,test,7144,78,78,0.8098264336585999
48306,train,48306,42,42,0.8098523020744324
2207,train,2207,85,85,0.8098706603050232
4184,train,4184,62,62,0.8098713159561157
52578,test,2578,16,16,0.8098715543746948
36841,train,36841,0,0,0.809895932674408
50947,test,947,66,66,0.8099047541618347
56625,test,6625,77,77,0.8099199533462524
57272,test,7272,93,93,0.8099237084388733
29054,train,29054,57,57,0.8099278211593628
55238,test,5238,59,96,0.80994713306427
46548,train,46548,75,75,0.8099543452262878
28361,train,28361,0,0,0.8099919557571411
36909,train,36909,43,43,0.8100315928459167
48952,train,48952,42,42,0.81003737449646
5675,train,5675,89,89,0.8100395202636719
51406,test,1406,25,25,0.8100490570068359
38107,train,38107,72,72,0.8100547790527344
53926,test,3926,43,43,0.8100547790527344
46292,train,46292,78,78,0.8100637793540955
23947,train,23947,72,72,0.8100682497024536
33638,train,33638,55,72,0.8100682497024536
14262,train,14262,21,21,0.8100726008415222
19514,train,19514,50,50,0.8100818991661072
56716,test,6716,11,35,0.8100870251655579
19302,train,19302,41,41,0.8101189732551575
49881,train,49881,21,21,0.8101263642311096
7755,train,7755,25,25,0.8101471066474915
17707,train,17707,54,54,0.8101685047149658
38817,train,38817,25,25,0.8101689219474792
56332,test,6332,52,52,0.8101840615272522
1976,train,1976,25,25,0.810207724571228
331,train,331,57,57,0.8102144002914429
27799,train,27799,18,18,0.8102149367332458
17927,train,17927,41,41,0.8102173209190369
21210,train,21210,0,0,0.8102194666862488
39496,train,39496,80,80,0.810233473777771
55316,test,5316,42,42,0.8102342486381531
57688,test,7688,91,91,0.8102487325668335
13609,train,13609,67,67,0.8102610111236572
38326,train,38326,67,67,0.8102765679359436
1075,train,1075,74,74,0.8102803230285645
51521,test,1521,11,98,0.8102920055389404
14555,train,14555,5,5,0.8103132843971252
55942,test,5942,88,88,0.8103634119033813
36563,train,36563,49,49,0.8103702664375305
38905,train,38905,39,39,0.810382604598999
53114,test,3114,19,19,0.810444176197052
3242,train,3242,45,45,0.8104495406150818
54170,test,4170,46,46,0.8104603290557861
48007,train,48007,46,46,0.8104696273803711
47699,train,47699,33,33,0.8104718327522278
29492,train,29492,62,62,0.8104770183563232
40285,train,40285,67,67,0.8104773759841919
15226,train,15226,25,25,0.8104850053787231
43600,train,43600,77,77,0.8105164766311646
32679,train,32679,35,35,0.8105424642562866
48002,train,48002,9,9,0.810573935508728
24611,train,24611,58,58,0.8105753064155579
6066,train,6066,57,57,0.8106038570404053
38462,train,38462,72,72,0.8106259107589722
19722,train,19722,67,67,0.8106268048286438
29914,train,29914,57,57,0.8106444478034973
47809,train,47809,59,59,0.8106917142868042
2364,train,2364,80,80,0.8107185959815979
54303,test,4303,43,43,0.8107295632362366
28740,train,28740,89,89,0.8107585906982422
25811,train,25811,32,32,0.8107593059539795
45977,train,45977,33,33,0.8107866048812866
27249,train,27249,89,89,0.8107963800430298
29862,train,29862,29,29,0.8108422160148621
22247,train,22247,49,49,0.8108432292938232
50701,test,701,88,42,0.8108511567115784
10706,train,10706,62,62,0.8108512163162231
8761,train,8761,80,80,0.8108593225479126
52952,test,2952,11,11,0.8108819723129272
38139,train,38139,57,57,0.8108831644058228
48837,train,48837,48,48,0.810888409614563
29563,train,29563,35,35,0.8109093904495239
39023,train,39023,5,5,0.8109105825424194
30243,train,30243,62,62,0.8109222054481506
19926,train,19926,75,75,0.8109283447265625
57870,test,7870,66,66,0.8109386563301086
56493,test,6493,57,57,0.8109409213066101
55835,test,5835,24,24,0.81096351146698
28062,train,28062,48,48,0.8109672665596008
9360,train,9360,38,38,0.8110069036483765
18755,train,18755,87,87,0.8110137581825256
16675,train,16675,14,14,0.8110227584838867
29384,train,29384,46,46,0.8110293745994568
37693,train,37693,83,83,0.8110429048538208
45489,train,45489,8,8,0.8110569715499878
9882,train,9882,83,83,0.8110621571540833
42033,train,42033,87,87,0.8110706210136414
35157,train,35157,99,99,0.8110821843147278
59687,test,9687,47,47,0.8110933303833008
19659,train,19659,6,6,0.8111052513122559
8298,train,8298,62,62,0.8111052513122559
56212,test,6212,0,0,0.8111150860786438
42329,train,42329,54,54,0.8111318349838257
44948,train,44948,29,29,0.8111342191696167
30848,train,30848,27,27,0.8111571073532104
42587,train,42587,87,87,0.8111588954925537
50426,test,426,77,77,0.8111622333526611
56067,test,6067,74,74,0.8111695647239685
31837,train,31837,6,6,0.8111785054206848
23215,train,23215,39,39,0.8111833930015564
22299,train,22299,76,76,0.8111920356750488
50667,test,667,64,64,0.8112378120422363
49720,train,49720,4,74,0.8112490177154541
56436,test,6436,66,66,0.8113124966621399
24327,train,24327,91,91,0.8113155961036682
16159,train,16159,45,45,0.8113174438476562
58920,test,8920,13,13,0.8113424777984619
18540,train,18540,67,67,0.8113429546356201
12612,train,12612,32,32,0.8113464713096619
18384,train,18384,85,85,0.811350405216217
17697,train,17697,55,55,0.8113662004470825
44517,train,44517,60,60,0.8113703727722168
35820,train,35820,15,15,0.811383843421936
38036,train,38036,5,5,0.8114277124404907
56916,test,6916,55,55,0.8114796876907349
57436,test,7436,28,28,0.8115096688270569
13628,train,13628,10,10,0.8115298748016357
57924,test,7924,34,34,0.8115496635437012
22181,train,22181,25,25,0.8115648031234741
28500,train,28500,8,8,0.811574399471283
39846,train,39846,64,64,0.8115828633308411
25847,train,25847,36,36,0.8116195201873779
26652,train,26652,99,99,0.8116724491119385
30438,train,30438,35,35,0.8117043972015381
55497,test,5497,80,80,0.8117057681083679
5110,train,5110,75,75,0.8117114305496216
6026,train,6026,37,37,0.8117455840110779
57354,test,7354,92,92,0.8117519617080688
32239,train,32239,49,49,0.8117567300796509
14732,train,14732,83,83,0.8117647171020508
47357,train,47357,43,43,0.8117842078208923
48457,train,48457,73,73,0.8117893934249878
9720,train,9720,57,57,0.8118329048156738
50716,test,716,21,21,0.8118431568145752
48751,train,48751,0,0,0.8118709325790405
25350,train,25350,48,48,0.8118733167648315
50160,test,160,36,36,0.8119187355041504
16881,train,16881,3,3,0.8119276165962219
41451,train,41451,10,10,0.8119384050369263
52680,test,2680,91,91,0.8119441270828247
46310,train,46310,4,4,0.8119522333145142
28499,train,28499,17,17,0.8119547963142395
37708,train,37708,23,23,0.8119584918022156
24960,train,24960,36,36,0.811972975730896
38206,train,38206,28,28,0.811977207660675
52262,test,2262,87,87,0.8119839429855347
29571,train,29571,62,62,0.8119935393333435
26676,train,26676,38,38,0.8119996786117554
20273,train,20273,11,11,0.812027096748352
31027,train,31027,54,54,0.8120464086532593
14794,train,14794,5,5,0.8120862245559692
12784,train,12784,21,21,0.8121002912521362
8729,train,8729,88,88,0.8121117353439331
48301,train,48301,37,37,0.8121258616447449
56924,test,6924,42,42,0.8121504783630371
28571,train,28571,58,58,0.8121576905250549
23201,train,23201,45,45,0.8121597766876221
8715,train,8715,8,8,0.8122536540031433
57696,test,7696,67,67,0.8122649192810059
1247,train,1247,67,67,0.812300980091095
9639,train,9639,92,92,0.8123424649238586
54037,test,4037,61,61,0.8123540282249451
58456,test,8456,49,49,0.8123563528060913
5867,train,5867,16,16,0.8123611807823181
25516,train,25516,10,10,0.8123677968978882
3891,train,3891,2,2,0.8123688101768494
39934,train,39934,10,10,0.8123789429664612
6488,train,6488,25,25,0.8123834133148193
7544,train,7544,37,37,0.8123868703842163
21241,train,21241,42,42,0.8124349117279053
4933,train,4933,45,45,0.8124449849128723
40888,train,40888,59,59,0.8124732375144958
16565,train,16565,8,8,0.8124922513961792
8583,train,8583,18,18,0.8124934434890747
43379,train,43379,19,19,0.8125342130661011
22725,train,22725,49,49,0.8125531077384949
5585,train,5585,29,29,0.812568187713623
41041,train,41041,10,10,0.8125702738761902
22744,train,22744,29,29,0.812603235244751
54775,test,4775,92,92,0.8126497864723206
49054,train,49054,75,75,0.8126785159111023
20267,train,20267,48,48,0.8126817941665649
59061,test,9061,72,72,0.8126956820487976
21533,train,21533,58,58,0.8127197623252869
6369,train,6369,22,22,0.8127211928367615
22545,train,22545,0,0,0.812737226486206
37978,train,37978,84,84,0.8127469420433044
56696,test,6696,85,85,0.8127604722976685
43829,train,43829,62,62,0.8127661347389221
57059,test,7059,98,98,0.8127744197845459
56848,test,6848,8,8,0.8127798438072205
52249,test,2249,43,43,0.8128312826156616
17345,train,17345,51,51,0.8128623962402344
57575,test,7575,4,4,0.8128737807273865
58227,test,8227,79,7,0.8128774166107178
34602,train,34602,35,35,0.8128780722618103
54337,test,4337,32,32,0.8128994107246399
59843,test,9843,98,98,0.8128994703292847
49588,train,49588,48,48,0.8129171133041382
30716,train,30716,80,80,0.8129384517669678
58171,test,8171,55,55,0.8129532933235168
55353,test,5353,29,29,0.8129541277885437
7277,train,7277,91,91,0.8129668831825256
40020,train,40020,50,50,0.8129748106002808
7255,train,7255,8,8,0.8129849433898926
23892,train,23892,79,79,0.8129895925521851
10849,train,10849,77,77,0.8129966259002686
32640,train,32640,50,50,0.81301349401474
34717,train,34717,8,8,0.8130425810813904
11238,train,11238,60,60,0.8130449056625366
30084,train,30084,89,89,0.8130573034286499
3675,train,3675,89,89,0.8130921721458435
28479,train,28479,32,32,0.8131301403045654
53064,test,3064,38,38,0.8131427764892578
43716,train,43716,80,80,0.8131452202796936
15660,train,15660,45,45,0.8131531476974487
44484,train,44484,51,51,0.813176691532135
38502,train,38502,85,85,0.8131862282752991
53176,test,3176,80,80,0.8131982088088989
31294,train,31294,37,37,0.8132155537605286
17907,train,17907,18,18,0.8132297992706299
47970,train,47970,42,42,0.8132633566856384
50742,test,742,38,38,0.813271701335907
31229,train,31229,19,19,0.81327223777771
15088,train,15088,6,6,0.8132792711257935
18582,train,18582,29,29,0.8133390545845032
12617,train,12617,2,2,0.8133577108383179
47227,train,47227,55,55,0.8133853077888489
19814,train,19814,34,34,0.8134061694145203
27612,train,27612,67,67,0.8134098649024963
44689,train,44689,25,25,0.8134122490882874
31240,train,31240,3,3,0.8134294152259827
7518,train,7518,37,37,0.8134433031082153
43404,train,43404,16,16,0.8134669065475464
21149,train,21149,25,20,0.8134741187095642
22398,train,22398,89,89,0.8134790062904358
36477,train,36477,50,50,0.8135210871696472
46753,train,46753,18,18,0.8135281205177307
32413,train,32413,62,62,0.8135561943054199
42964,train,42964,32,32,0.8135736584663391
47692,train,47692,72,72,0.8135842084884644
34413,train,34413,8,8,0.813593327999115
46042,train,46042,69,69,0.813597559928894
41854,train,41854,36,36,0.8135985136032104
29604,train,29604,91,91,0.8136064410209656
40254,train,40254,16,16,0.8136127591133118
40765,train,40765,52,52,0.8136200308799744
43840,train,43840,85,85,0.8136515021324158
6345,train,6345,36,36,0.8136540651321411
31654,train,31654,8,8,0.8136599659919739
10382,train,10382,0,0,0.8136838674545288
34603,train,34603,85,85,0.8136881589889526
32461,train,32461,58,58,0.8136928677558899
12302,train,12302,6,6,0.8136976957321167
38448,train,38448,18,18,0.8136996030807495
50769,test,769,15,15,0.8136999011039734
45663,train,45663,18,18,0.8137014508247375
45679,train,45679,84,84,0.8137493133544922
29979,train,29979,27,27,0.8137641549110413
41807,train,41807,45,45,0.8137878179550171
59034,test,9034,83,83,0.8137946128845215
39544,train,39544,43,43,0.8138158321380615
58933,test,8933,60,60,0.8138238191604614
35651,train,35651,18,18,0.8138291239738464
59341,test,9341,75,75,0.8138440251350403
5225,train,5225,72,72,0.8138960599899292
38581,train,38581,49,49,0.8138980865478516
2917,train,2917,96,96,0.8139075636863708
34378,train,34378,56,56,0.8139380216598511
7828,train,7828,94,94,0.8139492869377136
57331,test,7331,61,61,0.8139559626579285
32148,train,32148,6,6,0.8139747381210327
15499,train,15499,65,65,0.8139823079109192
21211,train,21211,27,27,0.8140220046043396
41346,train,41346,47,47,0.8140254616737366
47076,train,47076,64,64,0.8140321969985962
55419,test,5419,88,88,0.814041256904602
27359,train,27359,41,41,0.8140534162521362
1624,train,1624,37,37,0.814055860042572
59026,test,9026,11,11,0.8140658736228943
43110,train,43110,58,58,0.8140814900398254
38789,train,38789,16,16,0.8140835762023926
49967,train,49967,35,35,0.814134955406189
18171,train,18171,87,87,0.8141650557518005
57016,test,7016,38,38,0.8141891360282898
2737,train,2737,49,49,0.8141953945159912
52956,test,2956,89,89,0.8141971230506897
54850,test,4850,63,63,0.8142510652542114
34367,train,34367,80,80,0.8142634630203247
2404,train,2404,35,35,0.8142712712287903
28207,train,28207,77,77,0.8142786026000977
4229,train,4229,36,36,0.814284086227417
34178,train,34178,72,72,0.814298689365387
29396,train,29396,77,77,0.8143209218978882
58977,test,8977,38,38,0.8143270611763
4390,train,4390,54,54,0.81435626745224
52126,test,2126,41,41,0.8143577575683594
23351,train,23351,8,8,0.8143998980522156
42608,train,42608,3,3,0.8144292831420898
26358,train,26358,14,14,0.8144407868385315
23478,train,23478,54,54,0.8144544363021851
3924,train,3924,80,80,0.814467191696167
59010,test,9010,41,86,0.8145120739936829
57167,test,7167,69,69,0.8145187497138977
50226,test,226,0,0,0.814566433429718
25171,train,25171,92,92,0.814584493637085
32182,train,32182,19,19,0.8145962357521057
59276,test,9276,48,48,0.8146204352378845
7487,train,7487,6,6,0.8146486282348633
7335,train,7335,10,10,0.8146678805351257
58791,test,8791,70,70,0.8146712779998779
31962,train,31962,18,18,0.8146995306015015
6858,train,6858,59,59,0.8147013187408447
36276,train,36276,92,92,0.8147016167640686
40773,train,40773,16,16,0.8147059082984924
30933,train,30933,80,80,0.8147100210189819
36527,train,36527,35,35,0.8147125840187073
55723,test,5723,33,33,0.8147127032279968
44873,train,44873,10,10,0.8147184252738953
53254,test,3254,4,74,0.81471848487854
20405,train,20405,57,57,0.8147292733192444
47812,train,47812,75,75,0.8147496581077576
6210,train,6210,10,10,0.8147607445716858
7150,train,7150,58,58,0.8147780895233154
15689,train,15689,85,85,0.8147822022438049
3443,train,3443,45,45,0.8147847056388855
40172,train,40172,64,64,0.814788281917572
38889,train,38889,56,56,0.8148093223571777
52622,test,2622,29,29,0.8148180246353149
3612,train,3612,38,38,0.8148319721221924
2357,train,2357,85,85,0.814832866191864
47594,train,47594,32,32,0.81485915184021
20426,train,20426,47,47,0.8148742318153381
23004,train,23004,29,29,0.8148988485336304
32091,train,32091,45,45,0.8149104118347168
48577,train,48577,19,19,0.8149166703224182
42563,train,42563,42,42,0.8149204850196838
20496,train,20496,69,69,0.8149248957633972
19919,train,19919,21,21,0.8149381279945374
37082,train,37082,96,96,0.8149660229682922
22804,train,22804,85,85,0.8150408267974854
2888,train,2888,16,16,0.8150526881217957
54561,test,4561,8,8,0.8150591254234314
55026,test,5026,35,2,0.8150680065155029
4168,train,4168,29,29,0.8150702118873596
25548,train,25548,14,14,0.815090537071228
59070,test,9070,14,14,0.815100371837616
29400,train,29400,80,80,0.8151230216026306
48256,train,48256,9,9,0.815126359462738
14445,train,14445,92,92,0.8151761889457703
31034,train,31034,75,75,0.815193235874176
55698,test,5698,42,42,0.815197229385376
53295,test,3295,67,67,0.815198540687561
54902,test,4902,87,87,0.8152002096176147
30125,train,30125,30,30,0.815227746963501
22246,train,22246,6,6,0.8152774572372437
4949,train,4949,27,27,0.8152791857719421
29420,train,29420,69,69,0.8152803778648376
27161,train,27161,32,32,0.8153266906738281
3203,train,3203,19,19,0.8153306841850281
59857,test,9857,9,9,0.8153340220451355
18300,train,18300,2,2,0.8153511881828308
58121,test,8121,84,84,0.8153592944145203
28138,train,28138,19,19,0.8153854608535767
38285,train,38285,89,89,0.8154048919677734
51981,test,1981,31,31,0.8154429197311401
1587,train,1587,10,10,0.8154683709144592
11688,train,11688,29,29,0.8154772520065308
58851,test,8851,86,86,0.8155171871185303
27382,train,27382,35,35,0.8155300617218018
28646,train,28646,5,5,0.8155346512794495
19713,train,19713,85,85,0.8155519366264343
25972,train,25972,52,59,0.8155573606491089
30804,train,30804,21,21,0.815586268901825
58898,test,8898,65,65,0.8156187534332275
57593,test,7593,83,83,0.8156216144561768
24605,train,24605,49,49,0.8156272768974304
43911,train,43911,42,42,0.8156324028968811
3481,train,3481,85,85,0.8156474232673645
24677,train,24677,25,25,0.8156507015228271
48843,train,48843,46,46,0.8156540393829346
5181,train,5181,85,85,0.8156722784042358
10646,train,10646,80,80,0.8156784176826477
15624,train,15624,81,81,0.8156834840774536
56720,test,6720,8,8,0.815683901309967
59902,test,9902,55,55,0.815689206123352
51378,test,1378,73,73,0.8157157897949219
19135,train,19135,76,76,0.8157317638397217
16150,train,16150,48,48,0.8157410621643066
20934,train,20934,65,65,0.815748393535614
51225,test,1225,92,92,0.8157496452331543
57585,test,7585,45,45,0.8157535791397095
51391,test,1391,41,41,0.8157556653022766
35419,train,35419,80,80,0.815768837928772
52672,test,2672,52,52,0.8157774209976196
2199,train,2199,85,85,0.8157837390899658
22571,train,22571,96,96,0.8157901763916016
22819,train,22819,37,37,0.8157919049263
33946,train,33946,3,3,0.8157954812049866
53073,test,3073,47,47,0.8158081769943237
40848,train,40848,57,57,0.8158115148544312
14436,train,14436,4,4,0.8158147931098938
53403,test,3403,56,56,0.8158182501792908
5416,train,5416,10,10,0.8158326148986816
48665,train,48665,3,3,0.8158731460571289
40444,train,40444,70,70,0.8158987760543823
34244,train,34244,7,7,0.8159486651420593
46053,train,46053,29,29,0.8159600496292114
7394,train,7394,55,55,0.8159611821174622
21281,train,21281,47,47,0.8159789443016052
16273,train,16273,61,61,0.81600022315979
3172,train,3172,42,42,0.8160203695297241
25440,train,25440,64,64,0.8160241842269897
51860,test,1860,71,71,0.8160415291786194
12457,train,12457,38,38,0.8160750865936279
53496,test,3496,72,72,0.8160848617553711
58402,test,8402,8,8,0.8161107897758484
54211,test,4211,8,8,0.8161147832870483
35362,train,35362,27,27,0.8161515593528748
6302,train,6302,76,76,0.8162297010421753
59873,test,9873,20,20,0.8162314891815186
56973,test,6973,59,59,0.8162473440170288
59492,test,9492,10,10,0.8162516355514526
18489,train,18489,25,25,0.8162827491760254
50532,test,532,8,8,0.816317081451416
15768,train,15768,50,50,0.8163185119628906
48161,train,48161,85,85,0.8163259625434875
50557,test,557,56,56,0.8163455724716187
40684,train,40684,36,36,0.8163725733757019
36713,train,36713,91,91,0.8163758516311646
18481,train,18481,13,13,0.8163794279098511
48326,train,48326,47,47,0.8164070248603821
49315,train,49315,84,84,0.8164129257202148
11218,train,11218,10,10,0.8164200782775879
6309,train,6309,45,45,0.8164770603179932
55351,test,5351,45,45,0.8164801597595215
42811,train,42811,33,33,0.8165026903152466
10139,train,10139,29,29,0.8165091872215271
23698,train,23698,60,71,0.8165184259414673
18445,train,18445,46,46,0.8165204524993896
1007,train,1007,89,89,0.8165239095687866
32551,train,32551,8,8,0.8165470361709595
48652,train,48652,14,14,0.8165574073791504
45001,train,45001,92,92,0.8165698051452637
35358,train,35358,85,85,0.816584587097168
20163,train,20163,30,30,0.8165871500968933
6235,train,6235,45,45,0.816599428653717
35378,train,35378,23,71,0.8166095614433289
26136,train,26136,54,54,0.8166195750236511
52861,test,2861,6,6,0.8166235685348511
12767,train,12767,8,8,0.8166326880455017
28311,train,28311,8,8,0.8166405558586121
9810,train,9810,5,5,0.8166490197181702
317,train,317,0,0,0.8166652321815491
32837,train,32837,4,4,0.8166769742965698
27095,train,27095,19,19,0.8166770935058594
54333,test,4333,43,43,0.8167223930358887
26266,train,26266,67,67,0.8167272210121155
20650,train,20650,58,58,0.8167321085929871
16289,train,16289,83,83,0.8167431354522705
44998,train,44998,83,83,0.816746175289154
51657,test,1657,25,25,0.8167670369148254
21605,train,21605,45,45,0.8167687058448792
10827,train,10827,25,25,0.8167886137962341
24307,train,24307,46,46,0.8167978525161743
3365,train,3365,42,42,0.8168128132820129
4295,train,4295,47,47,0.8168436884880066
8458,train,8458,10,10,0.8168463706970215
46151,train,46151,84,84,0.8168622255325317
12996,train,12996,28,28,0.8169055581092834
59988,test,9988,65,72,0.8169137835502625
59645,test,9645,36,64,0.8169144988059998
32680,train,32680,30,30,0.8169145584106445
24079,train,24079,44,44,0.8169155120849609
24421,train,24421,36,36,0.8169156908988953
6923,train,6923,2,2,0.8169198632240295
7972,train,7972,83,83,0.8169204592704773
5914,train,5914,0,0,0.8169426321983337
351,train,351,19,19,0.8169447183609009
6051,train,6051,4,4,0.8169788122177124
45242,train,45242,9,9,0.8170044422149658
13580,train,13580,25,25,0.8170150518417358
25503,train,25503,75,75,0.8170262575149536
54955,test,4955,11,11,0.8170574307441711
59482,test,9482,53,53,0.8170620799064636
35192,train,35192,27,27,0.8170722723007202
52177,test,2177,41,89,0.817076563835144
23522,train,23522,21,21,0.8170965313911438
51258,test,1258,70,70,0.8171109557151794
31274,train,31274,18,18,0.817148745059967
57678,test,7678,75,75,0.8171738386154175
15909,train,15909,88,88,0.8171753287315369
49756,train,49756,29,29,0.817184567451477
33481,train,33481,21,21,0.8172306418418884
50289,test,289,92,92,0.8172531723976135
59130,test,9130,28,16,0.8172550201416016
21962,train,21962,49,49,0.8172590136528015
21247,train,21247,85,85,0.8172846436500549
4872,train,4872,76,76,0.8172855973243713
13008,train,13008,2,2,0.8172875046730042
50274,test,274,42,42,0.8173229694366455
59598,test,9598,55,72,0.8173320293426514
54136,test,4136,59,59,0.8173378705978394
30005,train,30005,19,19,0.8173443675041199
51107,test,1107,60,60,0.817379355430603
35606,train,35606,42,42,0.817384660243988
41320,train,41320,49,49,0.8173914551734924
33026,train,33026,13,13,0.8174080848693848
58653,test,8653,84,84,0.8174185752868652
25708,train,25708,85,85,0.817435622215271
1646,train,1646,80,80,0.817443311214447
24672,train,24672,14,14,0.8174561262130737
46571,train,46571,32,32,0.8174710273742676
4335,train,4335,37,17,0.8174947500228882
13035,train,13035,92,92,0.8175166845321655
58874,test,8874,67,67,0.8175356984138489
14737,train,14737,54,54,0.8175426125526428
6630,train,6630,78,78,0.817543089389801
35151,train,35151,47,47,0.8175815939903259
26473,train,26473,83,83,0.8175822496414185
45420,train,45420,40,40,0.8175874948501587
38284,train,38284,76,76,0.8176045417785645
30947,train,30947,19,19,0.8176458477973938
26966,train,26966,87,87,0.8176570534706116
59680,test,9680,72,72,0.8176572322845459
21156,train,21156,84,84,0.8176761865615845
55648,test,5648,90,81,0.8176785111427307
51578,test,1578,57,57,0.8177154064178467
28616,train,28616,57,57,0.8177312016487122
59226,test,9226,2,2,0.8177337646484375
8793,train,8793,51,51,0.817737340927124
38445,train,38445,51,51,0.8177808523178101
38957,train,38957,59,59,0.8177840709686279
52522,test,2522,67,67,0.817793071269989
6427,train,6427,10,10,0.8178223371505737
41735,train,41735,8,8,0.8178364038467407
21922,train,21922,5,5,0.8178452849388123
23625,train,23625,49,49,0.8178502917289734
28667,train,28667,42,42,0.8178958296775818
46603,train,46603,30,30,0.8179138898849487
24000,train,24000,35,35,0.8179202675819397
21609,train,21609,16,16,0.8179472088813782
9552,train,9552,84,84,0.8179547190666199
44144,train,44144,61,61,0.8179711103439331
31117,train,31117,36,36,0.8179804682731628
28515,train,28515,83,83,0.8180425763130188
31822,train,31822,4,4,0.8180533051490784
7581,train,7581,61,61,0.8180710673332214
11668,train,11668,19,19,0.8180900812149048
22183,train,22183,84,84,0.8181021809577942
